Time,RA(mas),Dec(mas),RadialVelocity
64396017.493254,-49.151285,-716.016603,97720.833725
64404056.946125,-49.389031,-716.268640,123835.577322
64412096.398995,-49.036662,-716.869800,149517.932372
64420135.851866,-48.868278,-716.663760,174680.138924
64428175.304736,-48.595202,-717.313979,199236.214442
64436214.757607,-48.485077,-718.671461,223102.247617
64444254.210477,-48.339020,-717.975926,246196.685107
64452293.663348,-48.207114,-720.645908,268440.610210
64460333.116218,-48.087359,-719.537711,289758.012539
64468372.569089,-47.938206,-722.218739,310076.047753
64476412.021960,-47.887319,-723.228311,329325.286479
64484451.474830,-47.756280,-722.813612,347439.951563
64492490.927701,-47.729790,-722.578797,364358.142835
64500530.380571,-47.661372,-725.698133,380022.048631
64508569.833442,-47.632744,-726.576266,394378.143347
64516609.286312,-47.512428,-727.968339,407377.370336
64524648.739183,-47.384687,-731.743489,418975.309547
64532688.192054,-47.347231,-730.025252,429132.329313
64540727.644924,-47.321713,-734.103284,437813.721772
64548767.097795,-47.292509,-734.141810,444989.821477
64556806.550665,-47.277835,-737.135152,450636.106762
64564846.003536,-47.378249,-736.220593,454733.283531
64572885.456406,-47.216456,-741.030727,457267.351202
64580924.909277,-47.107566,-738.131602,458229.650532
64588964.362148,-47.172881,-741.098391,457616.893222
64597003.815018,-47.355407,-743.629911,455431.173142
64605043.267889,-47.254156,-745.811989,451679.959180
64613082.720759,-47.408646,-742.532017,446376.069727
64621122.173630,-47.350751,-749.678726,439537.628861
64629161.626500,-47.455752,-748.559084,431188.004426
64637201.079371,-47.443103,-751.464722,421355.728175
64645240.532242,-47.497580,-751.273266,410074.398278
64653279.985112,-47.763091,-754.734071,397382.564508
64661319.437983,-47.901114,-751.348857,383323.596512
64669358.890853,-48.034172,-755.487816,367945.535617
64677398.343724,-48.023988,-756.486630,351300.930658
64685437.796594,-48.010864,-754.827508,333446.658419
64693477.249465,-48.222860,-759.832690,314443.729273
64701516.702336,-48.222738,-760.954120,294357.078702
64709556.155206,-48.607018,-761.912582,273255.345409
64717595.608077,-48.611600,-762.771007,251210.636763
64725635.060947,-48.943677,-761.121321,228298.282406
64733674.513818,-49.058255,-762.658481,204596.576836
64741713.966688,-49.110107,-763.882750,180186.511866
64749753.419559,-49.277199,-764.489709,155151.499869
64757792.872430,-49.526750,-766.138841,129577.088740
64765832.325300,-49.745517,-766.898811,103550.669573
64773871.778171,-49.782943,-765.446331,77161.178031
64781911.231041,-50.097040,-766.054492,50498.790444
64789950.683912,-50.421139,-764.603603,23654.615662
64797990.136782,-50.290304,-766.680047,-3279.616274
64806029.589653,-50.666660,-765.750183,-30211.867586
64814069.042523,-50.722811,-766.309343,-57050.107263
64822108.495394,-50.925772,-764.648713,-83702.625546
64830147.948265,-51.058219,-764.766871,-110078.347309
64838187.401135,-51.267995,-766.410024,-136087.143275
64846226.854006,-51.458146,-764.179615,-161640.138002
64854266.306876,-51.559272,-763.665516,-186650.013580
64862305.759747,-51.706512,-762.653495,-211031.308005
64870345.212617,-51.836361,-762.513902,-234700.707220
64878384.665488,-51.869288,-760.077253,-257577.329807
64886424.118359,-52.155368,-761.638873,-279583.003365
64894463.571229,-52.377688,-762.868776,-300642.531643
64902503.024100,-52.477381,-761.429139,-320683.951490
64910542.476970,-52.563281,-757.940990,-339638.778765
64918581.929841,-52.795172,-757.600067,-357442.242354
64926621.382711,-52.807873,-758.274370,-374033.505504
64934660.835582,-52.824077,-756.798754,-389355.873708
64942700.288453,-52.851715,-755.952350,-403356.988437
64950739.741323,-52.982360,-752.773467,-415989.006062
64958779.194194,-53.148952,-753.794913,-427208.761330
64966818.647064,-53.349916,-752.354738,-436977.914879
64974858.099935,-53.244100,-749.129071,-445263.084238
64982897.552805,-53.359375,-750.854225,-452035.957904
64990937.005676,-53.390687,-747.661039,-457273.392087
64998976.458547,-53.302149,-748.836654,-460957.489790
65007015.911417,-53.306158,-745.146950,-463075.661973
65015055.364288,-53.327339,-744.640220,-463620.670566
65023094.817158,-53.416673,-742.723532,-462590.653203
65031134.270029,-53.235568,-742.520206,-459989.129588
65039173.722899,-53.481164,-739.133669,-455824.989465
65047213.175770,-53.119355,-736.992753,-450112.462244
65055252.628641,-53.168136,-738.530138,-442871.068374
65063292.081511,-53.137169,-737.250494,-434125.552642
65071331.534382,-53.125855,-737.453570,-423905.799613
65079370.987252,-53.068792,-732.335141,-412246.731513
65087410.440123,-53.063834,-733.898671,-399188.188898
65095449.892993,-52.624905,-731.612685,-384774.794508
65103489.345864,-52.774505,-730.332659,-369055.800789
65111528.798735,-52.720547,-731.119152,-352084.921589
65119568.251605,-52.547633,-728.205951,-333920.148612
65127607.704476,-52.400250,-728.309946,-314623.553253
65135647.157346,-52.381257,-728.321690,-294261.074493
65143686.610217,-52.166653,-728.437256,-272902.293571
65151726.063087,-52.114552,-726.572058,-250620.196224
65159765.515958,-51.790354,-723.301183,-227490.923281
65167804.968829,-51.869617,-725.357852,-203593.510479
65175844.421699,-51.661646,-724.901779,-179009.618390
65183883.874570,-51.413024,-724.203825,-153823.253375
65191923.327440,-51.343311,-726.334525,-128120.480523
65199962.780311,-51.113360,-722.285072,-101989.129555
65208002.233181,-50.995280,-724.732334,-75518.494701
65216041.686052,-50.842927,-723.645606,-48799.029569
65224081.138922,-50.592159,-723.467372,-21922.038049
65232120.591793,-50.536139,-724.180042,5020.637679
65240160.044664,-50.488265,-724.662448,31936.930982
65248199.497534,-50.116932,-725.358158,58734.865381
65256238.950405,-50.011394,-725.605191,85322.868845
65264278.403275,-49.730615,-724.966942,111610.086703
65272317.856146,-49.714478,-725.280905,137506.692108
65280357.309016,-49.536124,-726.144177,162924.192987
65288396.761887,-49.404083,-724.710715,187775.734431
65296436.214758,-49.247508,-726.735855,211976.395485
65304475.667628,-49.177835,-727.672415,235443.479338
65312515.120499,-48.900222,-727.903061,258096.795910
65320554.573369,-48.987062,-731.346358,279858.935867
65328594.026240,-48.749134,-730.675716,300655.535144
65336633.479110,-48.703348,-733.037636,320415.529052
65344672.931981,-48.627029,-734.327629,339071.395119
65352712.384852,-48.330657,-731.832442,356559.383820
65360751.837722,-48.311595,-736.240322,372819.736422
65368791.290593,-48.297911,-739.580972,387796.889182
65376830.743463,-48.120217,-738.213443,401439.663217
65384870.196334,-48.051531,-740.564921,413701.439393
65392909.649204,-48.046935,-741.295787,424540.317625
65400949.102075,-47.943849,-744.270104,433919.260052
65408988.554946,-47.881432,-745.345206,441806.217609
65417028.007816,-47.978003,-745.241822,448174.239532
65425067.460687,-47.990064,-746.286444,453001.565463
65433106.913557,-47.918556,-747.575392,456271.699800
65441146.366428,-47.773504,-751.805793,457973.468068
65449185.819298,-47.720045,-750.600031,458101.055104
65457225.272169,-47.837260,-751.815591,456654.024925
65465264.725040,-48.006722,-754.475427,453637.322223
65473304.177910,-47.989736,-756.465083,449061.255464
65481343.630781,-47.948394,-756.733684,442941.461662
65489383.083651,-48.024431,-758.731162,435298.852952
65497422.536522,-48.103741,-759.955422,426159.545121
65505461.989392,-48.295472,-761.949411,415554.768375
65513501.442263,-48.322307,-763.827712,403520.760618
65521540.895134,-48.425165,-761.577499,390098.643621
65529580.348004,-48.512223,-764.418496,375334.282505
65537619.800875,-48.668552,-766.036312,359278.129016
65545659.253745,-48.808678,-769.129569,341985.049120
65553698.706616,-48.851809,-766.061812,323514.135524
65561738.159486,-48.951932,-769.459483,303928.505745
65569777.612357,-49.132697,-770.027345,283295.086431
65577817.065228,-49.341402,-770.449401,261684.384661
65585856.518098,-49.289260,-772.756706,239170.247020
65593895.970969,-49.565709,-773.271444,215829.607246
65601935.423839,-49.591657,-773.807685,191742.223345
65609974.876710,-49.835046,-774.787109,166990.405046
65618014.329580,-50.039515,-773.991475,141658.732534
65626053.782451,-50.192526,-774.946833,115833.767434
65634093.235321,-50.398860,-774.926860,89603.757015
65642132.688192,-50.580724,-774.819378,63058.332637
65650172.141063,-50.756732,-773.676326,36288.203473
65658211.593933,-50.953098,-775.930839,9384.846540
65666251.046804,-51.085529,-776.673751,-17559.805887
65674290.499674,-51.359281,-776.938665,-44453.680422
65682329.952545,-51.473990,-774.091629,-71204.877194
65690369.405415,-51.673352,-775.101583,-97721.983879
65698408.858286,-51.928543,-775.831747,-123914.388071
65706448.311157,-52.003783,-773.341056,-149692.586914
65714487.764027,-52.164844,-773.976528,-174968.492944
65722527.216898,-52.296080,-775.728688,-199655.735100
65730566.669768,-52.437037,-773.399311,-223669.953860
65738606.122639,-52.613312,-773.352332,-246929.089512
65746645.575509,-52.642281,-771.793492,-269353.662559
65754685.028380,-53.001457,-771.854932,-290867.045316
65762724.481251,-53.019649,-769.021858,-311395.723751
65770763.934121,-53.124872,-771.557315,-330869.548698
65778803.386992,-53.384421,-769.387317,-349221.975561
65786842.839862,-53.363744,-765.872386,-366390.291706
65794882.292733,-53.386255,-766.954352,-382315.830762
65802921.745603,-53.699705,-766.303877,-396944.173088
65810961.198474,-53.689822,-764.151157,-410225.331734
65819000.651345,-53.632257,-764.883755,-422113.923249
65827040.104215,-53.913692,-762.640021,-432569.322770
65835079.557086,-53.830729,-762.675570,-441555.802835
65843119.009956,-53.930297,-758.264333,-449042.655469
65851158.462827,-53.941083,-757.620545,-455004.297125
65859197.915697,-53.999637,-757.731922,-459420.356094
65867237.368568,-54.014953,-753.863223,-462275.742130
65875276.821439,-54.068347,-755.618264,-463560.698005
65883316.274309,-53.984974,-753.853043,-463270.832858
65891355.727180,-54.026446,-750.146727,-461407.137197
65899395.180050,-54.012255,-749.137551,-457975.979511
65907434.632921,-53.959347,-748.374668,-452989.084515
65915474.085791,-54.034144,-748.898409,-446463.493077
65923513.538662,-53.972752,-748.010676,-438421.503991
65931552.991533,-53.671262,-743.892766,-428890.597786
65939592.444403,-53.672168,-745.567395,-417903.342805
65947631.897274,-53.615017,-743.962177,-405497.283931
65955671.350144,-53.512825,-744.222004,-391714.814282
65963710.803015,-53.389135,-740.603173,-376603.030353
65971750.255885,-53.390643,-738.088853,-360213.571078
65979789.708756,-53.423819,-737.656459,-342602.441371
65987829.161627,-53.140880,-738.865961,-323829.820757
65995868.614497,-53.138796,-737.512482,-303959.857727
66003908.067368,-52.896369,-737.910324,-283060.450530
66011947.520238,-52.842000,-737.590986,-261203.015163
66019986.973109,-52.517102,-737.072977,-238462.241329
66028026.425979,-52.631887,-735.232739,-214915.837214
66036065.878850,-52.359012,-735.812420,-190644.263947
66044105.331720,-52.220148,-734.592562,-165730.460654
66052144.784591,-51.943066,-733.352707,-140259.561046
66060184.237462,-51.747440,-736.476293,-114318.602505
66068223.690332,-51.559848,-733.411732,-87996.228662
66076263.143203,-51.496144,-733.707068,-61382.386499
66084302.596073,-51.295986,-734.902170,-34568.018978
66092342.048944,-51.204291,-732.652279,-7644.754287
66100381.501814,-51.157210,-734.222361,19295.407274
66108420.954685,-50.771990,-737.311047,46160.407663
66116460.407556,-50.848000,-733.915025,72858.445677
66124499.860426,-50.692149,-735.952215,99298.290642
66132539.313297,-50.447854,-736.558784,125389.594164
66140578.766167,-50.265308,-736.191040,151043.198863
66148618.219038,-50.075722,-735.496969,176171.443030
66156657.671908,-49.938376,-737.216372,200688.460182
66164697.124779,-49.781449,-737.743236,224510.472479
66172736.577650,-49.641600,-741.178214,247556.077002
66180776.030520,-49.850322,-737.994678,269746.523920
66188815.483391,-49.373807,-744.307792,291005.985586
66196854.936261,-49.465137,-742.317403,311261.815650
66204894.389132,-49.215853,-743.440221,330444.797304
66212933.842002,-49.160462,-744.763383,348489.379802
66220973.294873,-49.048964,-744.702766,365333.902453
66229012.747744,-48.944993,-745.976361,380920.805333
66237052.200614,-48.787348,-748.404050,395196.825962
66245091.653485,-48.872055,-748.441824,408113.181320
66253131.106355,-48.767378,-752.084346,419625.734538
66261170.559226,-48.615629,-751.586769,429695.145723
66269210.012096,-48.596847,-754.136775,438287.006386
66277249.464967,-48.456527,-754.968898,445371.957019
66285288.917838,-48.601354,-757.799066,450925.787423
66293328.370708,-48.570626,-757.100698,454929.519438
66301367.823579,-48.543030,-757.485073,457369.471789
66309407.276449,-48.526537,-759.069478,458237.306841
66317446.729320,-48.656767,-760.914592,457530.059089
66325486.182190,-48.672253,-761.556305,455250.145291
66333525.635061,-48.625669,-764.881000,451405.356208
66341565.087932,-48.712249,-765.868581,446008.829987
66349604.540802,-48.668625,-769.865482,439079.007259
66357643.993673,-48.857254,-767.640730,430639.568132
66365683.446543,-48.838828,-771.862547,420719.351267
66373722.899414,-48.843506,-770.425221,409352.255339
66381762.352284,-48.964587,-773.472480,396577.123194
66389801.805155,-49.145274,-775.722524,382437.609122
66397841.258025,-49.159846,-773.394778,366982.029684
66405880.710896,-49.239052,-777.061235,350263.198608
66413920.163767,-49.506811,-777.683968,332338.246317
66421959.616637,-49.558039,-779.893440,313268.424707
66429999.069508,-49.673538,-781.271931,293118.897843
66438038.522378,-49.951604,-779.533130,271958.519280
66446077.975249,-50.032338,-782.848841,249859.596789
66454117.428119,-50.159408,-782.039415,226897.645266
66462156.880990,-50.427374,-783.009585,203151.128689
66470196.333861,-50.525715,-784.397182,178701.191998
66478235.786731,-50.634151,-783.560724,153631.383810
66486275.239602,-50.954561,-783.894463,128027.370926
66494314.692472,-51.024169,-783.971446,101976.645590
66502354.145343,-51.260731,-785.278592,75568.226525
66510393.598213,-51.252137,-787.808610,48892.354737
66518433.051084,-51.598985,-789.608599,22040.185154
66526472.503955,-51.967226,-789.631855,-4896.524863
66534511.956825,-51.810707,-786.257424,-31825.729068
66542551.409696,-52.088980,-786.117456,-58655.406865
66550590.862566,-52.417064,-786.235329,-85293.877749
66558630.315437,-52.375354,-786.717917,-111650.114597
66566669.768307,-52.591602,-785.753367,-137634.054716
66574709.221178,-52.712398,-784.037270,-163156.907597
66582748.674049,-53.050518,-782.787598,-188131.458329
66590788.126919,-53.088452,-785.688879,-212472.365620
66598827.579790,-53.219569,-782.024612,-236096.453419
66606867.032660,-53.221918,-781.891564,-258922.995142
66614906.485531,-53.602370,-780.091398,-280873.989524
66622945.938401,-53.501225,-781.016350,-301874.427158
66630985.391272,-53.865287,-782.709819,-321852.546813
66639024.844143,-53.810742,-780.019770,-340740.080654
66647064.297013,-54.089111,-776.320688,-358472.487517
66655103.749884,-54.019740,-776.297805,-374989.173458
66663143.202754,-54.216708,-774.271150,-390233.698812
66671182.655625,-54.148890,-774.728928,-404153.971050
66679222.108495,-54.412198,-772.412250,-416702.422788
66687261.561366,-54.318721,-772.925514,-427836.174333
66695301.014237,-54.497877,-771.794001,-437517.180206
66703340.467107,-54.535391,-769.379948,-445712.359149
66711379.919978,-54.708419,-766.866117,-452393.707169
66719419.372848,-54.545564,-768.114398,-457538.393229
66727458.825719,-54.714632,-766.195940,-461128.837267
66735498.278589,-54.666257,-765.554072,-463152.770267
66743537.731460,-54.666414,-764.246026,-463603.276188
66751577.184331,-54.684530,-761.461719,-462478.815594
66759616.637201,-54.542207,-760.416081,-459783.230909
66767656.090072,-54.644485,-760.414021,-455525.733300
66775695.542942,-54.513459,-759.977219,-449720.871190
66783734.995813,-54.533634,-758.049707,-442388.480549
66791774.448683,-54.525885,-757.225140,-433553.617111
66799813.901554,-54.394509,-753.804091,-423246.470753
66807853.354424,-54.369361,-756.929441,-411502.262339
66815892.807295,-54.336596,-751.163197,-398361.123357
66823932.260166,-54.187243,-752.869608,-383867.958790
66831971.713036,-54.129043,-750.269290,-368072.293671
66840011.165907,-53.920163,-751.155414,-351028.103841
66848050.618777,-54.052519,-751.121172,-332793.631520
66856090.071648,-53.727094,-749.517535,-313431.186271
66864129.524518,-53.712564,-747.797387,-293006.932095
66872168.977389,-53.553381,-746.127460,-271590.661325
66880208.430260,-53.207215,-746.691089,-249255.556148
66888247.883130,-53.245576,-746.400317,-226077.938529
66896287.336001,-52.984676,-743.180380,-202137.009402
66904326.788871,-52.972319,-744.797002,-177514.578043
66912366.241742,-52.858980,-741.579106,-152294.782505
66920405.694612,-52.678444,-746.355313,-126563.802114
66928445.147483,-52.622160,-744.877098,-100409.562980
66936484.600354,-52.228790,-743.831759,-73921.437546
66944524.053224,-51.981186,-743.762231,-47189.939184
66952563.506095,-51.947052,-742.867710,-20306.412906
66960602.958965,-51.741157,-743.506672,6637.276777
66968642.411836,-51.565307,-742.024461,33549.059770
66976681.864706,-51.332229,-741.846804,60336.975005
66984721.317577,-51.277062,-745.191177,86909.484687
66992760.770448,-51.299351,-746.161239,113175.787091
67000800.223318,-50.931387,-744.067381,139046.126839
67008839.676189,-50.700345,-747.179277,164432.101613
67016879.129059,-50.560161,-745.594908,189246.964231
67024918.581930,-50.513315,-748.249987,213405.919075
67032958.034800,-50.487717,-747.223669,236826.411851
67040997.487671,-50.324204,-750.880997,259428.411685
67049036.940542,-50.118919,-751.496529,281134.684599
67057076.393412,-50.011530,-753.812853,301871.057433
67065115.846283,-50.050652,-751.758363,321566.671301
67073155.299153,-49.976647,-753.717487,340154.223725
67081194.752024,-49.710472,-755.044128,357570.198616
67089234.204894,-49.614210,-758.851263,373755.083323
67097273.657765,-49.581195,-757.072228,388653.571984
67105313.110636,-49.490951,-760.477290,402214.754526
67113352.563506,-49.428086,-760.361688,414392.290620
67121392.016377,-49.455952,-760.007211,425144.568040
67129431.469247,-49.406964,-762.274347,434434.844855
67137470.922118,-49.368846,-766.310082,442231.374977
67145510.374988,-49.241342,-764.791343,448507.516649
67153549.827859,-49.108950,-765.391063,453241.823478
67161589.280730,-49.173012,-768.302812,456418.117718
67169628.733600,-49.175188,-770.977230,458025.545562
67177668.186471,-49.261261,-770.368775,458058.614216
67185707.639341,-49.353108,-773.541520,456517.210683
67193747.092212,-49.318181,-774.486746,453406.602139
67201786.545082,-49.313133,-776.141258,448737.417936
67209825.997953,-49.174450,-775.310272,442525.613289
67217865.450823,-49.429727,-777.779485,434792.414738
67225904.903694,-49.571382,-780.973884,425564.247635
67233944.356565,-49.604771,-780.559542,414872.645825
67241983.809435,-49.687189,-781.745782,402754.143904
67250023.262306,-49.752921,-784.286747,389250.152374
67258062.715176,-49.758819,-785.305415,374406.816129
67266102.168047,-49.960530,-785.065262,358274.856784
67274141.620917,-50.023890,-787.108873,340909.399346
67282181.073788,-50.320567,-787.650674,322369.783841
67290220.526659,-50.454788,-788.064830,302719.362553
67298259.979529,-50.583080,-790.544721,282025.283529
67306299.432400,-50.529136,-789.320597,260358.261132
67314338.885270,-50.924412,-792.209694,237792.334400
67322378.338141,-50.856706,-792.944831,214404.614041
67330417.791011,-51.149621,-791.709578,190275.018944
67338457.243882,-51.331787,-794.013397,165486.003077
67346496.696753,-51.504841,-795.372776,140122.273735
67354536.149623,-51.680195,-792.790243,114270.502084
67362575.602494,-51.713769,-794.586756,88019.026994
67370615.055364,-51.986768,-792.581556,61457.553175
67378654.508235,-52.002768,-793.764409,34676.844642
67386693.961105,-52.320288,-795.823870,7768.414564
67394733.413976,-52.252335,-797.715387,-19175.787451
67402772.866847,-52.595667,-793.900362,-46063.689554
67410812.319717,-52.934863,-796.058457,-72803.412283
67418851.772588,-53.045669,-797.369971,-99303.582523
67426891.225458,-52.999453,-796.973341,-125473.645741
67434930.678329,-53.302659,-796.336575,-151224.175422
67442970.131199,-53.638101,-792.156172,-176467.178655
67451009.584070,-53.617639,-792.200222,-201116.396809
67459049.036941,-53.851622,-792.223746,-225087.600295
67467088.489811,-53.805283,-790.971368,-248298.876391
67475127.942682,-54.206984,-792.437335,-270670.909142
67483167.395552,-54.275325,-790.877260,-292127.250399
67491206.848423,-54.482404,-793.559695,-312594.581051
67499246.301293,-54.511470,-789.831150,-332002.961563
67507285.754164,-54.462483,-789.675868,-350286.070970
67515325.207035,-54.618747,-787.417052,-367381.433507
67523364.659905,-54.929699,-786.143913,-383230.632096
67531404.112776,-54.871129,-786.634498,-397779.507958
67539443.565646,-55.015875,-782.039720,-410978.345693
67547483.018517,-55.128611,-781.636044,-422782.043150
67555522.471387,-55.013300,-780.093412,-433150.265559
67563561.924258,-55.214509,-781.669675,-442047.583356
67571601.377128,-55.189950,-778.963031,-449443.593245
67579640.829999,-55.209882,-777.142855,-455313.022097
67587680.282870,-55.225396,-776.745725,-459635.813310
67595719.735740,-55.228726,-774.574169,-462397.195344
67603759.188611,-55.565373,-775.492576,-463587.732197
67611798.641481,-55.281368,-775.533274,-463203.355647
67619838.094352,-55.266818,-770.444745,-461245.379162
67627877.547222,-55.364891,-772.721968,-457720.493401
67635917.000093,-55.258015,-770.170806,-452640.743357
67643956.452964,-55.314157,-766.328563,-446023.487200
67651995.905834,-55.030841,-765.198675,-437891.336954
67660035.358705,-55.202605,-766.017769,-428272.081235
67668074.811575,-54.830146,-764.045968,-417198.590294
67676114.264446,-55.174207,-763.232502,-404708.703690
67684153.717316,-54.854669,-763.475874,-390845.100995
67692193.170187,-55.014414,-760.847149,-375655.155941
67700232.623058,-54.787399,-760.621932,-359190.774551
67708272.075928,-54.755708,-757.879019,-341508.217759
67716311.528799,-54.414055,-759.912976,-322667.909164
67724350.981669,-54.320451,-757.785673,-302734.228557
67732390.434540,-54.190279,-759.439398,-281775.291917
67740429.887410,-54.084367,-756.555855,-259862.718661
67748469.340281,-53.958226,-756.238718,-237071.386907
67756508.793152,-53.883983,-754.144474,-213479.177601
67764548.246022,-53.773694,-755.220318,-189166.708397
67772587.698893,-53.552308,-756.878870,-164217.058166
67780627.151763,-53.369032,-755.362724,-138715.483115
67788666.604634,-53.187905,-753.656980,-112749.125444
67796706.057504,-52.996105,-754.332632,-86406.715581
67804745.510375,-52.939204,-753.178269,-59778.268969
67812784.963246,-52.615479,-753.693172,-32954.778479
67820824.416116,-52.423814,-753.900754,-6027.903471
67828863.868987,-52.479612,-754.674123,20910.343416
67836903.321857,-52.177188,-753.785216,47767.910685
67844942.774728,-52.125541,-753.772981,74453.022532
67852982.227598,-51.959037,-755.126775,100874.492452
67861021.680469,-51.726675,-754.290565,126942.034844
67869061.133340,-51.675522,-756.589773,152566.573520
67877100.586210,-51.249063,-756.048161,177660.546094
67885140.039081,-51.330042,-754.663206,202138.203195
67893179.491951,-51.139971,-759.327417,225915.901479
67901218.944822,-51.115261,-757.455787,248912.389456
67909258.397692,-50.991329,-761.369660,271049.085132
67917297.850563,-50.839280,-760.694763,292250.344533
67925337.303434,-50.754956,-763.791387,312443.720198
67933376.756304,-50.739637,-762.728797,331560.208729
67941416.209175,-50.390081,-762.658481,349534.486598
67949455.662045,-50.362314,-765.889918,366305.133356
67957495.114916,-50.225514,-766.700937,381814.841517
67965534.567786,-50.221391,-766.286601,396010.612392
67973574.020657,-49.954644,-768.324614,408843.937182
67981613.473527,-50.179608,-770.496866,420270.962742
67989652.926398,-50.137448,-772.264215,430252.641443
67997692.379269,-50.013345,-774.033309,438754.864583
68005731.832139,-50.028042,-773.144803,445748.578962
68013771.285010,-49.951583,-775.407906,451209.886148
68021810.737880,-49.877866,-779.133815,455120.124139
68029850.190751,-49.760762,-777.573460,457465.931148
68037889.643621,-49.672448,-780.080146,458239.291241
68045929.096492,-49.992248,-780.734735,457437.561751
68053968.549363,-49.965503,-783.654238,455063.482291
68062008.002233,-49.882952,-782.947132,451125.165396
68070047.455104,-50.112182,-788.160745,445636.068813
68078086.907974,-50.060636,-784.893453,438614.949495
68086126.360845,-50.216075,-789.623152,430085.799524
68094165.813715,-50.149397,-792.518548,420077.764116
68102205.266586,-50.316657,-793.372444,408625.042030
68110244.719457,-50.484378,-792.992251,395766.768712
68118284.172327,-50.382653,-793.919717,381546.882551
68126323.625198,-50.611913,-795.645387,366013.974754
68134363.078068,-50.731578,-797.541627,349221.123289
68142402.530939,-50.956667,-796.179347,331225.711515
68150441.983809,-51.147973,-795.441642,312089.232100
68158481.436680,-51.070312,-802.233946,291877.076884
68166520.889551,-51.318327,-799.107783,270658.313434
68174560.342421,-51.391666,-802.537695,248505.449029
68182599.795292,-51.488536,-801.719922,225494.182890
68190639.248162,-51.716510,-802.130596,201703.147512
68198678.701033,-51.767505,-802.874953,177213.639959
68206718.153903,-51.926519,-803.845116,152109.344069
68214757.606774,-52.217112,-803.872172,126476.044490
68222797.059645,-52.243091,-803.147763,100401.333544
68230836.512515,-52.522393,-806.654408,73974.311916
68238875.965386,-52.623054,-804.906300,47285.284178
68246915.418256,-53.026562,-805.012842,20425.450215
68254954.871127,-53.154102,-807.211162,-6513.406423
68262994.323997,-53.263804,-805.943272,-33439.232154
68271033.776868,-53.386889,-805.381587,-60260.017927
68279073.229739,-53.683632,-805.973540,-86884.113622
68287112.682609,-53.718431,-805.837717,-113220.541238
68295152.135480,-53.952084,-803.618946,-139179.305771
68303191.588350,-54.200242,-805.257997,-164671.702744
68311231.041221,-54.161858,-802.473352,-189610.621315
68319270.494091,-54.350531,-804.221528,-213910.841952
68327309.946962,-54.392115,-801.930959,-237489.327637
68335349.399833,-54.533746,-802.095100,-260265.507613
68343388.852703,-54.847107,-802.571318,-282161.552707
68351428.305574,-55.093344,-801.379438,-303102.641283
68359467.758444,-55.141540,-801.017217,-323017.214913
68367507.211315,-55.111698,-798.442946,-341837.222905
68375546.664185,-55.356981,-799.170297,-359498.354842
68383586.117056,-55.371206,-796.851378,-375940.260335
68391625.569926,-55.616097,-795.358649,-391106.755253
68399665.022797,-55.651592,-796.878099,-404946.013707
68407704.475668,-55.700679,-792.853568,-417410.745148
68415743.928538,-55.834865,-790.042107,-428458.355967
68423783.381409,-55.810945,-790.930679,-438051.095037
68431822.834279,-55.933192,-791.515976,-446156.182722
68439862.287150,-55.968451,-785.451406,-452745.922881
68447901.740020,-56.073752,-787.290032,-457797.797512
68455941.192891,-56.018879,-786.190934,-461294.543702
68463980.645762,-55.936266,-784.720383,-463224.212617
68472020.098632,-55.965175,-784.209953,-463580.210323
68480059.551503,-56.039943,-780.912205,-462361.320332
68488099.004373,-55.931969,-782.238273,-459571.707748
68496138.457244,-55.926828,-778.062906,-455220.905041
68504177.910114,-55.961598,-779.676325,-449323.779473
68512217.362985,-55.843890,-777.141095,-441900.482286
68520256.815856,-55.839030,-775.298043,-432976.379856
68528296.268726,-55.835487,-774.426962,-422581.967002
68536335.721597,-55.751910,-774.747849,-410752.762787
68544375.174467,-55.556247,-777.540436,-397529.189142
68552414.627338,-55.492461,-773.867136,-382956.432740
68560454.080208,-55.563112,-771.572709,-367084.290587
68568493.533079,-55.351377,-772.175388,-349966.999861
68576532.985950,-55.346068,-767.775115,-331663.052572
68584572.438820,-55.158005,-769.948116,-312234.995693
68592611.891691,-54.950640,-769.239065,-291749.217424
68600651.344561,-54.931959,-767.773787,-270275.720337
68608690.797432,-54.764040,-766.393090,-247887.882167
68616730.250302,-54.664328,-764.320948,-224662.205074
68624769.703173,-54.545854,-765.966523,-200678.054221
68632809.156044,-54.198874,-765.201147,-176017.386574
68640848.608914,-54.152842,-762.920254,-150764.470847
68648888.061785,-53.952391,-762.632666,-125005.599541
68656927.514655,-53.669196,-764.217401,-98828.794074
68664966.967526,-53.542250,-764.788082,-72323.503999
68673006.420396,-53.609651,-762.668184,-45580.301343
68681045.873267,-53.359765,-764.863657,-18690.571114
68689085.326138,-53.101147,-764.847820,8253.800979
68697124.779008,-52.950035,-763.033094,35160.742508
68705164.231879,-52.866703,-765.207270,61938.308949
68713203.684749,-52.709086,-765.129858,88494.997870
68721243.137620,-52.410355,-763.065277,114740.061608
68729282.590490,-52.184819,-764.546706,140583.817362
68737322.043361,-52.312871,-766.210833,165937.953651
68745361.496232,-52.072469,-768.822627,190715.832093
68753400.949102,-51.957546,-767.583084,214832.783447
68761440.401973,-51.894639,-768.582571,238206.396952
68769479.854843,-51.637665,-768.374340,260756.801927
68777519.307714,-51.530208,-771.331053,282406.940699
68785558.760584,-51.494424,-771.354202,303082.831927
68793598.213455,-51.169544,-773.395813,322713.823396
